timestamp,soc,voltage,current,power,charging,raw_payload
2026-06-25T07:40:24.384236,97.3,24.986,0.429,10.73,0,"{""soc"":97.3,""voltage"":24.986,""current"":0.429,""power"":10.73,""ocv"":25.010,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":971}"
2026-06-25T07:40:29.535324,97.3,24.986,0.444,11.08,0,"{""soc"":97.3,""voltage"":24.986,""current"":0.444,""power"":11.08,""ocv"":25.010,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":976}"
2026-06-25T07:40:34.337802,97.3,24.985,0.428,10.71,0,"{""soc"":97.3,""voltage"":24.985,""current"":0.428,""power"":10.71,""ocv"":25.008,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":981}"
2026-06-25T07:40:39.270904,97.3,24.984,0.429,10.73,0,"{""soc"":97.3,""voltage"":24.984,""current"":0.429,""power"":10.73,""ocv"":25.007,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":986}"
2026-06-25T07:40:44.356001,97.3,24.983,0.468,11.67,0,"{""soc"":97.3,""voltage"":24.983,""current"":0.468,""power"":11.67,""ocv"":25.008,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":991}"
2026-06-25T07:40:49.371975,97.2,24.981,0.63,15.7,0,"{""soc"":97.2,""voltage"":24.981,""current"":0.630,""power"":15.70,""ocv"":25.015,""cell_v"":4.164,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":996}"
2026-06-25T07:40:54.528516,97.2,24.979,0.437,10.92,0,"{""soc"":97.2,""voltage"":24.979,""current"":0.437,""power"":10.92,""ocv"":25.003,""cell_v"":4.163,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":1001}"
2026-06-25T07:40:59.320672,97.2,24.978,0.444,11.08,0,"{""soc"":97.2,""voltage"":24.978,""current"":0.444,""power"":11.08,""ocv"":25.002,""cell_v"":4.163,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":1006}"
2026-06-25T07:41:04.460258,97.2,24.978,0.44,11.01,0,"{""soc"":97.2,""voltage"":24.978,""current"":0.440,""power"":11.01,""ocv"":25.002,""cell_v"":4.163,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":1011}"
2026-06-25T07:41:09.477651,97.2,24.977,0.458,11.42,0,"{""soc"":97.2,""voltage"":24.977,""current"":0.458,""power"":11.42,""ocv"":25.002,""cell_v"":4.163,""charging"":false,""latch"":true,""pi_status"":""offline"",""uptime_s"":1016}"
